news_author,news_headline,related_tweet,post_replies,post_retweets,post_favourites,post_quotes,user_followers,user_following,user_friends,user_mentions,user_favourites,user_tweets_count,user_tweet_count_lists,user_country,misinformation
Jim Tharpe,"Both the Democratic and Republican candidates for president in 2016 are ""quite unpopular.""",@osuphantom I think when you consider that in 2016 Bernie was running against one extremely unpopular candidate and in 2020 he's running against like 7 considerably less unpopular candidates it's not real surprising.,0.0,0,0,0,2750.0,,1110.0,1.0,127656.0,60208.0,8.0,,1.0
Louis Jacobson,"""Small business confidence is at an all-time high.""","@Michael2014abc @Cernovich @parscale @PressSec @hogangidley45 Small business optimism has hit historic highs.
NFIBs small business optimism index broke a 35 year-old record in August.
SurveyMonkey/CNBCs small business confidence survey for Q3 of 2018 matched its all-time high.
Manufacturers are more confident than ever.",0.0,0,0,0,2457.0,0.0,3182.0,5.0,65506.0,84390.0,5.0,,1.0
Sarah Hauer,"The United States is ""the oldest democracy"" in the world.","Those claims depict our elections as unfair and corrupt. The reality is this: The United States is the world's oldest democracy. Our elections are among the most safe and secure in the world. The opposing candidate who won more votes, popular and electoral, is the victor. (2)",1.0,0,0,0,85.0,0.0,219.0,0.0,6618.0,581.0,0.0,,1.0
Stephanie Stapleton,"On home health workers low pay and limited benefits, 40% are still on SNAP or Medicaid.",This is a PSA that if you are a college student part or full time and working at least 40 hours a week YOU DO qualify for SNAP and Medicaid. To many people I know are busting their ass and still not having their needs met to actually live. Contact me if you need help applying!!!,0.0,0,3,0,239.0,,679.0,0.0,6333.0,1046.0,1.0,,1.0
Louis Jacobson,"""There are more words in the IRS code than there are in the Bible.""",Summary of Cruz answer: Words are bad. More words in IRS code = bad. Bible has less words = Good. #GOPDebate #trdebates,1.0,0,4,0,2434.0,0.0,2282.0,0.0,82417.0,18051.0,95.0,,1.0
Molly O'Connor,"""More women are graduating from college now than men.""","@dooraven @Nate_Cohn College Educated as a class feels disingenuous because of demo change over decades. 

11% of the population was a college graduate in 1970 v. 37% in 2020. Gender dynamics have swapped w/ more women now graduating than men. Racial demographics as well w/ more black, Asian, Latin",1.0,0,3,0,120.0,,187.0,2.0,24527.0,1376.0,3.0,US,1.0
Tom Feran,"The Buffett Rule ""will bring in less than $5 billion per year. ... Enough to pay one weeks interest on the national debt.""","@DKThomp ""In the Short-Run, the Market Is a Voting Machine, But in the Long-Run, the Market Is a Weighing Machine"" You got love Benjamin Graham .    Warren Buffett and the late  John C. Bogle lived by this rule .",0.0,0,0,0,535.0,0.0,8.0,1.0,34613.0,45374.0,43.0,,1.0
Joshua Gillin,Says income tax rates under Eisenhower were as high as 90 percent.,"A bunch of violent anarchists spray-painted Raise the top marginal federal income tax rate to 91% like it was under Eisenhower on my garage door, which is weird because I dont have a garage.",0.0,0,20,0,5587.0,,1637.0,0.0,4190.0,26902.0,218.0,,1.0
Will Doran,"Says Donald Trump ""wants to get rid of the federal minimum wage.""",@faromank13 @bigjeff41 @joncoopertweets ??? Biden is working for minimum wage increase. His latest action is raising the wage for federal contractors to $15/hour. Give me one example where Trump was trying to raise minimum wage.,1.0,0,0,0,47.0,,56.0,3.0,2674.0,13846.0,2.0,US,1.0
Jessica Calefati,Murders this year have spiked 27% in Philadelphia.,"@nypost 400+ murders in Philadelphia this year, but yeah, we worried about the Jewish kids getting slapped.",0.0,0,0,0,131.0,,1147.0,1.0,4985.0,1256.0,0.0,US,1.0
Amy Sherman,"Says Rick Scotts ""hospital company stole millions, defrauding the militarys health care program.""","@ScottforFlorida @KLoeffler @Perduesenate @chuckschumer @BernieSanders Rick Scott who as CEO of Columbia HCA stole millions of dollars from taxpayers. Floridians elected him.
What could be worse than that?
Give me Chuck and Bernie any day.",1.0,1,3,0,17.0,,87.0,5.0,1173.0,5054.0,0.0,US,1.0
Bill McCarthy,"""Norfolk naval base has been taken by NATO.""","Serious business that the Pentagon turned over our Norfolk Naval Base to NATO, wholly owned by the UN. Now their headquarters.  Largest naval base in the world. Gen.  Philippe Lavigne is Chief of Staff of the French Air and Space Force is now in charge of our Naval Base.",0.0,0,0,0,148.0,,247.0,0.0,11173.0,3372.0,2.0,US,0.0
Jessica Calefati,The boilermakers union has endorsed me because I sat down with them and went into great detail with leadership [about] exactly what I would do.,"[1/2] The boilermakers union has endorsed me because I sat down with them &amp; went into great detail w/leadership [about] exactly what I would do. Joe Biden.

Another Biden lie. He claimed the Boilermakers endorsed him. They didnt.  (cont.)",1.0,1,1,0,11669.0,,11885.0,0.0,8015.0,10791.0,1.0,,0.0
Aaron Sharockman,"""On Oct. 7, the Access Hollywood tape comes out. One hour later, WikiLeaks starts dropping my emails.""","@Decoherent_ @filosofunk @mtaibbi And you believe that? When the Access Hollywood tape hit, he was caught ordering the last dump of emails from Wikileaks",1.0,0,0,0,41.0,0.0,132.0,3.0,1782.0,4271.0,0.0,,1.0
Ciara O'Rourke,Says Spectrum will provide free internet to students during coronavirus school closures.,"Students: If you have friends in class who you know do not have wifi at home, please let them know that they can call 1-855-243-8892 to sign up for free internet or WiFi from Spectrum! If they don't have internet, they may not be able to see these posts. @CHSCanes @CitrusSchools",0.0,3,2,0,72.0,0.0,151.0,0.0,52.0,118.0,0.0,,1.0
Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.","@FilosofiaCubano @A_bubbly_boi @petercoffin 54% of american adults read at or below a ""6th grade level""

minimum wage cant pay for rent anywhere in the us

minimum wage literally hasnt gone up in 20 yrs and adjusted for inflation of staple goods and general consumer buying power has been going down for 50 years",1.0,0,0,0,338.0,,4637.0,2.0,72069.0,20909.0,3.0,US,1.0
Tom Kertscher,Says Joe Biden is formally listed as criminal suspect in Ukraine case involving his son.,"@DanRather Joe Biden listed as a criminal suspect in the Ukraine Court.
I even hear that there's video evidence of him bragging about his crimes.",0.0,0,0,0,115.0,,260.0,1.0,8428.0,5829.0,4.0,US,0.0
Madlin Mekelburg,Says Texas either is near the bottom or at the very bottom when it comes to testing per capita.,"@Miriam2626 Texas has the 10th lowest deaths per capita, only bested by places like Utah, Wyoming, Montana, South Dakota.

Also 9th lowest hospitalization rate per capita. These metrics help fill in the picture while testing is still lacking.",0.0,0,0,0,9.0,,416.0,1.0,3657.0,1054.0,0.0,US,1.0
Michael Majchrowicz,"Says Burisma admitted in a Ukrainian court to paying Joe Biden $900,000.","@cnnbrk Now for real breaking news: Burisma admits to bribing Joe Biden with a lump sum payment of around $900,000 USD in a Ukrainian criminal court today.

US Media: *crickets*",10.0,2,6,0,98.0,0.0,350.0,1.0,15852.0,8168.0,1.0,,0.0
Jon Greenberg,Masks have negative impacts on 68% of children.,@pb23456 @AshleyGWinter Masks were important when we had nothing else. Now we have vaccines and therapies. The negative impacts of masking children and keeping downtowns empty of workers now outweighs their marginal/questionable benefits in the context of such amazing medical interventions,1.0,0,0,0,107.0,,677.0,2.0,1487.0,261.0,0.0,US,0.0
Joshua Gillin,Says income tax rates under Eisenhower were as high as 90 percent.,"@POTUS as far as the cost of living going up,
Price Freeze will fix that in an instant.
Also, 
DINO Joe Biden
Net Worth tax on net worth over 500 Million &amp; 91% Eisenhower income tax on the wealthy. If Eisenhower can do it, you can too, DINO Joe Biden",0.0,0,0,0,37.0,,244.0,1.0,1471.0,2270.0,0.0,US,1.0
Jon Greenberg,"""Heroin .. pours across our southern borders.""","Oil, the Taliban went into the heroin business. That heroin, for many years now has been crossing our Southern border, in essence they are killing us at home. Keep in mind the Taliban, staunch Muslims don't drink alcohol and don't use drugs nor do they allow it. It's a fact they",1.0,0,0,0,45.0,0.0,383.0,0.0,362.0,5113.0,0.0,,1.0
Jon Greenberg,"Says ""Bernie Sanders was there when it came to (same-sex) marriage 20 years ago. ... He was there when it wasn't popular.""","@mlhershb @DAvallone No they didnt. 

Obama/Biden was at best apathetic to Same sex marriage. 

I dont care about Bernie Sanders. Politics is about policy not personalities.",1.0,0,0,0,412.0,,915.0,2.0,56532.0,25189.0,3.0,,1.0
Douglas Soule,"""We have lost more lives in the last two years"" due to opioids ""than all of the lives lost during the Vietnam War.""","I just heard on the news we have lost more people to opioids than we look lost in Vietnam Nam. We lost 58,220 soldiers in that war.  Thats tragic.  Whats worse is the over 70 million abortions since Roe V Wade.  When will the nightmare end.  We are killing the world.",0.0,0,0,0,9.0,0.0,76.0,0.0,27.0,138.0,0.0,,1.0
Daniel Funke,At 17 years old Kyle (Rittenhouse) was perfectly legal to be able to possess that rifle without parental supervision.,"@Jerseypop973_ @123mudlily @bangtansplug @diamxndrevxlver @abbeycormier @lizzo not true. law states that a minor can possess a long barreled rifle, which is what kyle had. so it was a legal gun. go through wisconsins laws before you just assume:)",1.0,0,0,0,60.0,0.0,71.0,6.0,148.0,466.0,0.0,,0.0
Stephanie Stapleton,"On home health workers low pay and limited benefits, 40% are still on SNAP or Medicaid.",".@senatemajldr I hear you're trying to cut back on Medicaid, and SNAP benefits. This is proof the GOP wants to eradicate the poor. Well, here's some news for you: I work 40 hrs a week and still live below the poverty line. How am I supposed to eat? Guess it's time to #EatTheRich",0.0,0,1,0,3.0,,21.0,0.0,285.0,306.0,1.0,US,1.0
Dan Clark,"""Senator Cryin Chuck Schumer fought hard against the Bad Iran Deal, even going at it with President Obama, & then Voted AGAINST it! Now he says I should not have terminated the deal""","#Trump Says: Senator Cryin Chuck Schumer fought hard against the Bad Iran Deal, even going at it with President Obama, &amp; then Voted AGAINST it! Now he says I should not have terminated the deal - but he doesnt really believe that! Same with Comey. Thought he was terrible u",0.0,0,0,0,443.0,,328.0,0.0,34.0,20865.0,0.0,,1.0
Jon Greenberg,"The words ""subhuman mongrel,"" which Ted Nugent called President Barack Obama, were used by the Nazis to ""justify the genocide of the Jewish community.""",.@Travistritt Seems YOU didn't seem to take YOUR OWN advice when Ted Nugent denigrated Obama as a subhuman mongrel. Works both ways.,0.0,0,3,0,4830.0,,3433.0,1.0,32460.0,285632.0,154.0,US,1.0
Samantha Putterman,Nancy Pelosi is no longer the Speaker of the House,America if could only take back the house of Representatives we could end this mess that the Democratic Party has made of this country. A d have us get back to normal. Just think Nancy pelosi would no longer be the speaker of house. And no longer would she be able bust balls,0.0,0,0,0,285.0,,177.0,0.0,168.0,2498.0,0.0,US,0.0
Stephanie Stapleton,"On home health workers low pay and limited benefits, 40% are still on SNAP or Medicaid.","@thallpaint @Silver_Coupe @Alicauni1 @AndreaSouthward @GOPLeader They should still pay enough to meet basics if someone works 40 hours.  If concern is handouts from tax money, GOP needs to wake up to reality that min wage workers on perpetual aid like SNAP, Medicaid, housing assistancewhy return to a job when you still gonna need handouts?",0.0,0,4,0,3645.0,,3152.0,5.0,54929.0,17240.0,33.0,,1.0
Madison Czopek,"""BUSTED: CDC Inflated COVID Numbers, Accused of Violating Federal Law""",@ChuckGrassley For those complaining..  the numbers put out by the cdc were inaccurate.  Elderly people who were on their death beds died and were listed as covid. A sneaky way to inflate the numbers.  Take care of yourself if you feel sick. Just as you would with the flu.  Hmm..no flu this yr?,0.0,0,0,0,2992.0,0.0,3040.0,1.0,116462.0,66700.0,3.0,,0.0
Mark Reynolds,"""Most Americans are ready to put it [marijuana prohibition] behind us and move on.""",@NORML We as Americans know Marijuana isnt bad like they tried to portray it to be in the 60s and 70s. All the hysteria with the fear mongering isnt working.  Prohibition has failed its time to legalize and make it safe.  No more bs,0.0,0,0,0,2016.0,0.0,1783.0,1.0,9827.0,47101.0,0.0,,1.0
Lawrence Andrea,"""Our health department, our city and our county declared racism as a public health crisis last year.","@HistoryBoomer This may be FAR more sinister than it appears. Our government is busy restricting the freedom of people who can't provide 3rd party proof they're vaccinated. If ""racism"" is a ""public health crisis"", we could need 3rd party proof of ""antiracism"" from Woke orgs like Kendi's.",0.0,0,3,0,807.0,,665.0,1.0,33274.0,25690.0,2.0,US,0.0
Samantha Putterman,Says photo of Malia Obama's credit card next to white powder was found on Hunter Biden's laptop.,@MAGAbabydoll so hard to read that credit card name if it is malia obama,1.0,0,0,0,391.0,,498.0,0.0,53174.0,20012.0,3.0,US,0.0
Douglas Soule,"""Black lung cases are at a 25-year high.""",Black Lung Rate Hits 25-Year High In Appalachian Coal Mining States : One in five working coal miners in central Appalachia who have worked at least 25 years now suffer from the coal miners' disease black lung.,0.0,0,0,0,25.0,,1.0,0.0,0.0,27869.0,0.0,US,1.0
Noah Y.,Hank Aarons death was caused by a COVID-19 vaccine.,"Factcheck: Hank Aaron's Death Was Not Related to Covid-19 Vaccine Anti-vaccine activists, including Robert F. Kennedy Jr., are seizing on the baseball legends death to suggest  without evidence  that there might be a link to his Covid vaccination.",0.0,0,0,0,1.0,0.0,9.0,0.0,10.0,120.0,0.0,,0.0
Sarah Hauer,"Since 1978, college ""tuition nationwide has gone up something like four times the rate of inflation.""",@AlyNotAllie @Wally_Kwong @magscolvett At a glance looks like my kiddo's 529 is beating out inflation but still way behind the rate at which college tuition rises,1.0,0,1,0,183.0,,754.0,2.0,2450.0,3266.0,4.0,US,1.0
Ciara O'Rourke,"Next week has a time change, full moon and Friday the 13th.","So ready for this week to be over!  Time change, end of the quarter, full moon, stock market crash, pandemic, Friday the 13th, school cancelled, SLC cancelled, NLC cancelled, and so many other challenges.  Looking forward to better weeks ahead...",0.0,3,40,0,661.0,,615.0,0.0,1375.0,3389.0,6.0,US,0.0
Katie Sanders,"Says Mike Huckabee appeared in diabetes infomercials to endorse ""cures and treatments that no health agency supports.""","Mike Huckabee on the radio talking about beating diabetes. Mike, buddy, sit your enormous offspring down, and discuss this with them.",0.0,1,2,0,649.0,0.0,1750.0,0.0,12510.0,175398.0,11.0,,1.0
Sarah Hauer,"""For decades, the states gas tax has been among the highest in the nation.""","@KPIXtv @CAgovernor @GavinNewsom Democrat's California Dream:
Education: 41st in the Nation
Gas Prices: Highest in the Nation
Income Tax: Highest in the Nation
Sales Tax: Highest in the Nation
Homelessness: Highest in the Nation @larryelder @KevinKileyCA",0.0,0,0,0,30.0,,522.0,3.0,12548.0,796.0,0.0,US,1.0
Jessica Calefati,"The Trump administration added over 209,000 jobs, including 16,000 new manufacturing jobs, to Pennsylvania over the last three years.","@WhiteHouse Nothing new here. In the last 3 years of the Obama administration they added more jobs at that time then Trump did in the first 3 years of his. Trump was not the great ""jobs"" President that he and the Republicans tried to make us believe. Another Big Lie on their part.",5.0,3,26,0,161.0,,50.0,1.0,4629.0,24753.0,2.0,US,0.0
Ciara O'Rourke,"Coroner saying George Floyd died of drug overdose, not police brutality.",@debragosaints @daviddunn177 @DonaldJTrumpJr George Floyd died of a drug overdose before he was even dead. Don't you dare compare friends of mine to a drug induced low life,0.0,0,0,0,190.0,0.0,220.0,3.0,378.0,732.0,1.0,,0.0
Jon Greenberg,"""The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.""","""The marijuana that kids are smoking today is not the same marijuana that Jeb Bush was smoking 40 years ago"" this debate has no chill",0.0,0,0,0,782.0,,1332.0,2.0,24964.0,4778.0,94.0,US,1.0
Jon Greenberg,"Says Donald Trump has ""changed his mind"" on abortion.","@TheJuanWilliams you idiot, why dont you find out why President Trump changed his mind about abortion instead of sitting there being such a stupid a$$ saying it was just political.",0.0,0,0,0,5937.0,,6737.0,1.0,90239.0,26525.0,14.0,US,1.0
Jon Greenberg,"Real wages ""went up last year 1.1%.""",September CPI: Arrives soft at 0.1% increase in core &amp; topline. On a year ago basis inflation slowed to 2.3% in topline &amp; 2.2% in core. Real average hourly earnings an a year ago basis are up 1.1% from .5% previously. Wages up &amp; inflation easing. Should assuage rattled investors.,0.0,3,8,2,12106.0,,4611.0,0.0,48440.0,29801.0,604.0,US,1.0
Jon Greenberg,"The words ""subhuman mongrel,"" which Ted Nugent called President Barack Obama, were used by the Nazis to ""justify the genocide of the Jewish community.""",If Ted Nugent was in Africa and had called an African President subhuman mongrel he'd be banged up in jail,0.0,1,0,0,2683.0,0.0,774.0,0.0,12641.0,13327.0,27.0,,1.0
Linda Qiu,"""Bernie Sanders passed more roll call amendments in a Republican Congress than any other member.""","@silverinpapio @BNeidhardt @BernieSanders Wow, you're ignorant. Sanders is the amendment king. Since the Republicans took over Congress in 1995, no other lawmaker  not Tom DeLay, not Nancy Pelosi  has passed more roll-call amendments (amendments that actually went to a vote on the floor) than Bernie Sanders.",1.0,0,5,0,1035.0,,1468.0,3.0,76063.0,20644.0,1.0,US,1.0
Sue Owen,"""Texas has the highest rate of uninsured in the nation. ... And there are more uninsured children in Texas than in any other state.""","""Seven Republican House members in Texas, meanwhile, signed their names onto a bill, authored by Rep. Julie Johnson, a Democrat, that would expand Medicaid. The effort could bring billions of dollars to the state that has the highest uninsured rate in the country..."" #LiveWellTX",2.0,4,25,0,31830.0,,3041.0,0.0,8086.0,4188.0,204.0,US,1.0
Miriam Valverde,Says the nation is locked down and theres a wide open border.,"@ItsShubhangi .... philidlphia is hundreds of miles from the border, which, has not been open in DECADES, and remains a closed border to this very day, and is infact even more locked down than it has been in the past due to covid restrictions.",0.0,0,1,0,139.0,0.0,16.0,1.0,10831.0,38234.0,11.0,,0.0
Victoria Knight,The WORLD HEALTH ORGANIZATION recently reversed its stance on children getting the Covid vaccine.,@yesssi Children are statistically zero risk and World Health Organization states not to vaccinate children.  The UK just completed a major study determining 2 in one million died of Covid and will not vaccinate 18 under.  Mexico will not vaccinate children. Vaccine is higher risk,0.0,0,0,0,1289.0,,4666.0,1.0,7114.0,36217.0,4.0,US,0.0
Ciara O'Rourke,"Says John F. Kennedy said, ""If a Supreme Court Justice died one day before the election, it would be more Constitutional to indefinitely postpone the election than postpone the confirmation a single day.""","@BetteMidler Anyone remember when Justice Kennedy  was at the  white house to announce his resignation from the Supreme Court  with trump?

After Kennedy's farewell speech the 2 were walking away. Kennedy stopped and angrily said something to trump.  Hhhmmmm",0.0,0,1,0,857.0,,1070.0,1.0,44290.0,58571.0,0.0,US,0.0
Jill Terreri,"New York has passed ""the best paid family leave"" program in the United States of America.","we are also screwed out of New Yorks Paid Family Leave Act, because of the way our employment works, and no one, NY state or our Unions tried to make it work for us. Before all of this happening I had three months off unpaid(after PFML claim rejected)  when Eleanor was born",1.0,0,0,0,2540.0,,3026.0,0.0,20096.0,114430.0,136.0,US,1.0
Madlin Mekelburg,In the last 10 years less than half of adults in the U.S. received a flu shot.,"@degofreak Got my flu and Covid Booster last week; gotta wait another 10 days for a Shingles shot.

Weirdly several friends have come down with Shingles the last couple of years.  Do NOT want that experience.",1.0,0,1,0,230.0,0.0,400.0,1.0,21554.0,11132.0,6.0,,1.0
Ciara O'Rourke,Video shows a child who tested positive for COVID-19 being separated from their parents.,"@teachergimbel @betsyjwolf No, you are wrong. If a child is in a classroom with a positive they get a separate letter saying someone in the classroom tested positive but you werent a close contact.",1.0,0,0,0,0.0,0.0,69.0,2.0,193.0,187.0,0.0,,0.0
W. Gardner,"Says ""our indicted Attorney General Ken Paxton is back to being the only statewide official in the country under indictment.""",@JaworskiForTX Reminder:  Ken Paxton has been under indictment for securities fraud for more than five years. Yes-the Attorney General of Texas!,0.0,0,5,0,4467.0,,4986.0,1.0,143138.0,73015.0,10.0,US,1.0
John Kruzel,"""China account(s) for 90 percent of North Korean trade.""","@KingBaeksu ''and China''

''Since China comprises about 90% of North Korean trade, the country's economy largely hinges on Beijing's policies''",1.0,0,0,0,61.0,,177.0,1.0,1253.0,1777.0,1.0,US,1.0
Ciara O'Rourke,A common cold can cause a positive COVID-19 test.,"@RaineMaker888 @PaulGar38504577 @BILDERBERG_GP @DuncanBannatyne @bajanbetty Well, that is interesting.

the CDC's ""quiet admission that it blended viral and antibody test results for its case numbers and that people can test positive on an antibody test if they have antibodies from a family of viruses that cause the common cold.""",0.0,1,3,0,2033.0,0.0,5001.0,4.0,29191.0,6545.0,18.0,,0.0
Jon Greenberg,"Our doctors get more money if somebody dies from COVID.  So what they do is they say, I'm sorry, but, you know, everybody dies of COVID.""","@Timcast @timjhogan ""Doctors get more money if someone dies from COVID"" /= ""Hospitals get paid more if patients are listed as COVID-19 and on ventilators""

Is pandering to rubes through performative stupidity a lucrative career? Must be for you to willingly humiliate yourself like this.",0.0,0,7,0,527.0,,569.0,2.0,131332.0,24716.0,0.0,US,0.0
Noah Y.,"New evidence ties COVID-19 creation to research funded by Fauci""","""New scientific data revealing the deadly dangers of the COVD injection, and bombshell evidence revealing the indisputable connection between Dr. Fauci and the creation of COVID-19 at the Wuhan Institute of Virology""",0.0,0,0,0,93.0,0.0,459.0,0.0,1834.0,47596.0,0.0,,0.0
Samantha Putterman,Says actor Kurt Russell said this about the police.,"@MeTV 13-yr old Kurt Russell on The Fugitive playing the role of the son of police Lt. Phillip Gerard,. Slim Pickens too!",0.0,0,0,0,5978.0,0.0,6436.0,1.0,17920.0,93866.0,607.0,,0.0
Miriam Valverde,Says Joe Biden and Kamala Harris support abortion up to the moment of birth.,@oliverdarcy @DanaBashCNN President Trump has done so much for the American people!! He defended the unborn! Biden/Harris support women killing their OWN children through the egregious act of abortion for ANY reason! Shameful! God gives life! What kind of a country kills its own children!! A dark culture!,0.0,0,0,0,12.0,,47.0,2.0,6678.0,1511.0,0.0,US,0.0
Hayat Norimine,Democrats spent 4 years refusing to acknowledge Trumps 2016 victory.,"@jdavesell I dont think you agree with that, but youre just kind of refusing to admit anything hes doing is worse than what Democrats did 4 years ago. Those situations are not identical. The peaceful exchange of power still happened while those legal claims were being made.",2.0,0,0,0,461.0,0.0,205.0,1.0,23472.0,16083.0,0.0,,0.0
Sarah Hauer,"Since 1978, college ""tuition nationwide has gone up something like four times the rate of inflation.""","@pdbarkley @iBiteiStrike Considering the inflation rate of college tuition, yes I am. Kids either spend the money (I.e. stimulate the economy) or save it for college or a first home. If you don't like what they spend it on then that's your issue with the free market.",0.0,0,4,0,125.0,0.0,99.0,2.0,238.0,587.0,4.0,,1.0
Chris Nichols,"During his campaign for president, Donald Trump ""committed to honoring states' rights when it comes to marijuana legalization.""",@StefanMolyneux Student loan debt and states rights for marijuana will be major issue for trump and be a big win for him if addressed,0.0,0,0,0,137.0,,163.0,1.0,14469.0,31759.0,1.0,US,1.0
Shefali Luthra,"Republicans have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis.""","@BernieSanders Lets cut the salaries of the senators and house members! Let them try to live on $7 a hour, and pay for their own health insurance!!! Perhaps, that will put things in perspective for the republicans and moderate democrats!!!",0.0,0,0,0,7.0,,80.0,1.0,94.0,405.0,0.0,,1.0
Emily Venezky,America was the ONLY country that ended slavery,"@ZooNachos @morethanonesrc @sapphicmayastan @NBCPolitics So Jim Crow, segregation, lynchings, etc didnt exist after slavery? Jim Crow ended a mere 55 years ago &amp;?theres still plenty of people alive from that time. 

And FYI America is the ONLY country to fight a war over ending transatl slavery, other countries did it decades ago",0.0,0,0,0,4.0,,22.0,4.0,216.0,897.0,0.0,US,0.0
Ciara O'Rourke,Says Joe Exotic was pardoned.,"Never watched Tiger King but always watch anything Louis Theroux so #shootingjoeexotic was my first foray to Joe Exotic.

In Conclusion: Joe Exotic is a horrible human being and I find it quite shocking that people wanted his jail sentence pardoned since Netflix glorified him",1.0,0,9,0,149.0,,858.0,0.0,9842.0,4812.0,10.0,US,1.0
Erin O'Neill,"""If we keep the minimum wage at the current level, then single-parent families earning the minimum wage at a full-time job will live in poverty in New Jersey.""","@Jim_Jordan Did you know in your state of Ohio, earning $11/hour and working full time would earn you $50 over the considered poverty level. 

The current minimum wage in Ohio increased from $8.50 to $8.70 this year. I am glad to see your state is on board with raising wages but try harder.",0.0,0,0,0,0.0,,25.0,1.0,2.0,9.0,0.0,US,1.0
Louis Jacobson,"During the past four years, ""average wages have barely budged.""","@OffSpectrum1776 Again. Most people dont have the luxury of waiting around for a higher paying position. I suggest you do some research if you really arent aware of this. Wages have barely budged in many years across most fields except in highest paid jobs, while cost of living increases.",0.0,0,0,0,120.0,0.0,598.0,0.0,10189.0,7534.0,0.0,,1.0
Rachel Tiede,"Says Warren Buffett has publicly said his secretary ""should not be paying a higher tax rate"" than him.","@J213Timmy @Matthew31835286 @Eat_play_party @lanikaps That's why not a single fortune 500 ceo collected the buffet bet.

Warren Buffett said he would give 1,000,000 dollars if any fortune 500 ceo could prove they pay a higher tax rate than their secretary..

Not a single one has ever collected.",0.0,0,0,0,22.0,0.0,408.0,4.0,1822.0,3194.0,0.0,,1.0
Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",@Rachelmoor29 $22.50 minimum wage now.and increases every 5 years with inflation and COL.,0.0,0,0,0,2255.0,,2682.0,1.0,52122.0,28719.0,3.0,US,1.0
Jon Greenberg,"Says Donald Trump has ""changed his mind"" on abortion.","@chuckwoolery No, wait. Trump ""changed his mind"" on abortion again. His new position is -- well, no one knows. But it's a great position!",1.0,0,0,0,180.0,0.0,217.0,1.0,14.0,12449.0,17.0,,1.0
Louis Jacobson,"""This year, the overwhelming majority of new jobs are part time.""","@BorisEvilov @cushbomb His work for big business, including $12.8 trillion bailout cash, protecting the banks from prosecution, and overseeing the majority of new money going to the rich and the restructuring of the economy into low-paying, part-time jobs without unions was quite consequential.",0.0,0,0,0,1319.0,,906.0,2.0,34919.0,108755.0,46.0,US,1.0
Jon Greenberg,"""Nine million people have lower-cost HIV/AIDS medicine because of the work of the Clinton Foundation and my husband.""",@babygirlme101 8 Million people get affordable HIV medicine because of Clinton foundation,0.0,0,0,0,393.0,,989.0,1.0,45845.0,22197.0,6.0,US,1.0
Becky Bowers,"Says ""Rick Santorum supported (Arlen) Specter over conservative candidates twice.""","Rick Santorum: Question: When you supported Arlan Specter, were you on the Flip Side, or the Flop Side. I need to know.",0.0,1,1,0,599.0,,1181.0,0.0,3625.0,33301.0,32.0,US,1.0
Rachel Tiede,"Says Warren Buffett has publicly said his secretary ""should not be paying a higher tax rate"" than him.",@wildbill_101 @PR4GM47IC @Ioosbache94 @thenyurat @DVDV60441667 @Politics_Polls @EmersonPolling @AndrewYang Good you shouldn't have that much wealth. They pay a lower tax rate then us regular folks. Warren buffet offer a million dollars to anyone who paid a higher tax rate then their secretary. No one could take the money.,0.0,0,0,0,5.0,,78.0,6.0,2908.0,231.0,0.0,US,1.0
Paul Specht,Says showing up at the front doors of peoples houses and violating HIPAA laws by requesting private medical information regarding their vaccination status is unacceptable and illegal.,"1. #HIPAA doesn't prohibit businesses or individuals from asking customers about their COVID-19 #vaccination status. HIPAA only applies to covered entities, such as hospitals, payers and their business associates.",1.0,0,0,0,134.0,645.0,184.0,0.0,22214.0,10099.0,1.0,,0.0
Jon Greenberg,Video shows missile attack in Beirut explosion.,"Beirut  Syria Monitor: Missile Attack Kills 26, Mostly Iranians",0.0,0,0,0,1136.0,,759.0,0.0,31.0,91981.0,33.0,US,0.0
Louis Jacobson,"In 2018, when he ran for senator, ""young voter turnout in early voting was up 500%. We won more votes than any Democrat has in the history of the state of Texas.""","@mscottb1948 @BetoORourke yeah, initial reports suggested young voter turnout increased as much as 508% during early voting in Texas when compared with early voting in 2014, according to data released by a political consulting firm a week before the 2018 election.",0.0,0,0,0,3088.0,,4999.0,1.0,23184.0,39223.0,0.0,,1.0
Jaren Holmes,Small trials to test convalescent plasma therapy for coronavirus patients seem to have had some degree of success.,"- Hospitals have exhausted their plasma banks &amp; can't perform the most common treatment, CONVALESCENT PLASMA THERAPY

People have to fend for themselves &amp; find a donor, they are pleading on social media.

Hundreds of fresh plasma requests generated in a day in Delhi",4.0,38,237,1,595.0,,605.0,0.0,29710.0,6543.0,11.0,,1.0
